user_id,total_orders,recency_days,m_proxy_value,as_of_date,R_score,F_score,M_score,RFM_Cell,rfm_segment
115024,8,25,39,2023-12-31,3,2,2,322,Average Purchaser
115025,13,17,18,2023-12-31,4,3,1,431,Average Purchaser
115026,7,44,34,2023-12-31,2,2,2,222,Low-Value / Lost
115027,11,40,21,2023-12-31,2,3,1,231,Average Purchaser
115028,4,39,15,2023-12-31,2,1,1,211,Low-Value / Lost
115029,4,17,45,2023-12-31,4,1,2,412,New / Promising
115030,8,24,89,2023-12-31,4,2,3,423,New / Promising
115031,8,6,22,2023-12-31,5,2,1,521,New / Promising
115032,82,17,536,2023-12-31,4,5,5,455,Champion / Loyal
115033,8,39,18,2023-12-31,2,2,1,221,Low-Value / Lost
115034,21,52,154,2023-12-31,1,4,4,144,High-Value At-Risk
115035,5,32,32,2023-12-31,3,1,1,311,Average Purchaser
115036,5,11,61,2023-12-31,5,1,2,512,New / Promising
115037,6,9,34,2023-12-31,5,2,2,522,New / Promising
115038,6,43,12,2023-12-31,2,2,1,221,Low-Value / Lost
115039,8,49,77,2023-12-31,1,2,3,123,Average Purchaser
115040,22,28,254,2023-12-31,3,4,5,345,Need Attention
115041,4,7,50,2023-12-31,5,1,2,512,New / Promising
115042,5,42,21,2023-12-31,2,1,1,211,Low-Value / Lost
115043,7,13,12,2023-12-31,4,2,1,421,New / Promising
115044,5,49,61,2023-12-31,1,1,2,112,Low-Value / Lost
115045,10,49,108,2023-12-31,1,3,3,133,Average Purchaser
115046,6,22,10,2023-12-31,4,2,1,421,New / Promising
115047,32,33,311,2023-12-31,3,5,5,355,Need Attention
115048,6,36,69,2023-12-31,3,2,3,323,Need Attention
115049,20,30,99,2023-12-31,3,4,3,343,Need Attention
115050,14,22,97,2023-12-31,4,4,3,443,Average Purchaser
115051,10,0,105,2023-12-31,5,3,3,533,Average Purchaser
115052,5,48,32,2023-12-31,2,1,1,211,Low-Value / Lost
115053,40,2,414,2023-12-31,5,5,5,555,Champion / Loyal
115054,9,39,71,2023-12-31,2,3,3,233,Average Purchaser
115055,16,49,134,2023-12-31,1,4,4,144,High-Value At-Risk
115056,30,32,230,2023-12-31,3,5,4,354,Need Attention
115057,14,43,145,2023-12-31,2,4,4,244,High-Value At-Risk
115058,16,39,65,2023-12-31,2,4,3,243,High-Value At-Risk
115059,15,35,168,2023-12-31,3,4,4,344,Need Attention
115060,6,53,16,2023-12-31,1,2,1,121,Low-Value / Lost
115061,14,22,48,2023-12-31,4,4,2,442,Average Purchaser
115062,4,47,12,2023-12-31,2,1,1,211,Low-Value / Lost
115063,11,58,99,2023-12-31,1,3,3,133,Average Purchaser
115064,6,57,107,2023-12-31,1,2,3,123,Average Purchaser
115065,21,35,232,2023-12-31,3,4,5,345,Need Attention
115066,36,22,661,2023-12-31,4,5,5,455,Champion / Loyal
115067,4,28,6,2023-12-31,3,1,1,311,Average Purchaser
115068,7,58,47,2023-12-31,1,2,2,122,Low-Value / Lost
115069,4,29,75,2023-12-31,3,1,3,313,Need Attention
115070,12,15,86,2023-12-31,4,3,3,433,Average Purchaser
115071,22,55,151,2023-12-31,1,4,4,144,High-Value At-Risk
115072,25,25,203,2023-12-31,3,5,4,354,Need Attention
115073,9,35,73,2023-12-31,3,3,3,333,Need Attention
115074,8,41,23,2023-12-31,2,2,1,221,Low-Value / Lost
115075,5,8,33,2023-12-31,5,1,2,512,New / Promising
115076,4,15,58,2023-12-31,4,1,2,412,New / Promising
115077,6,21,23,2023-12-31,4,2,1,421,New / Promising
115078,9,34,51,2023-12-31,3,3,2,332,Need Attention
115079,23,54,450,2023-12-31,1,4,5,145,High-Value At-Risk
115080,5,29,35,2023-12-31,3,1,2,312,Average Purchaser
115081,14,46,36,2023-12-31,2,4,2,242,High-Value At-Risk
115082,9,52,41,2023-12-31,1,3,2,132,Average Purchaser
115083,12,8,157,2023-12-31,5,3,4,534,Average Purchaser
115084,19,38,58,2023-12-31,2,4,2,242,High-Value At-Risk
115085,4,37,19,2023-12-31,2,1,1,211,Low-Value / Lost
115086,6,0,42,2023-12-31,5,2,2,522,New / Promising
115087,9,48,114,2023-12-31,2,3,4,234,High-Value At-Risk
115088,26,58,404,2023-12-31,1,5,5,155,High-Value At-Risk
115089,26,0,357,2023-12-31,5,5,5,555,Champion / Loyal
115090,23,29,155,2023-12-31,3,4,4,344,Need Attention
115091,14,49,106,2023-12-31,1,4,3,143,High-Value At-Risk
115092,14,15,96,2023-12-31,4,4,3,443,Average Purchaser
115093,7,38,17,2023-12-31,2,2,1,221,Low-Value / Lost
115094,6,27,37,2023-12-31,3,2,2,322,Average Purchaser
115095,5,15,17,2023-12-31,4,1,1,411,New / Promising
115096,4,7,8,2023-12-31,5,1,1,511,New / Promising
115097,74,41,753,2023-12-31,2,5,5,255,High-Value At-Risk
115098,27,29,125,2023-12-31,3,5,4,354,Need Attention
115099,5,3,23,2023-12-31,5,1,1,511,New / Promising
115100,12,22,140,2023-12-31,4,3,4,434,Average Purchaser
115101,10,47,210,2023-12-31,2,3,4,234,High-Value At-Risk
115102,7,46,17,2023-12-31,2,2,1,221,Low-Value / Lost
115103,4,18,17,2023-12-31,4,1,1,411,New / Promising
115104,6,44,29,2023-12-31,2,2,1,221,Low-Value / Lost
115105,5,50,12,2023-12-31,1,1,1,111,Low-Value / Lost
115106,8,21,56,2023-12-31,4,2,2,422,New / Promising
115107,5,6,61,2023-12-31,5,1,2,512,New / Promising
115108,33,53,900,2023-12-31,1,5,5,155,High-Value At-Risk
115109,43,51,410,2023-12-31,1,5,5,155,High-Value At-Risk
115110,10,11,23,2023-12-31,5,3,1,531,Average Purchaser
115111,8,14,110,2023-12-31,4,2,3,423,New / Promising
115112,4,0,54,2023-12-31,5,1,2,512,New / Promising
115113,30,24,250,2023-12-31,4,5,5,455,Champion / Loyal
115114,7,17,78,2023-12-31,4,2,3,423,New / Promising
115115,20,17,247,2023-12-31,4,4,5,445,Champion / Loyal
115116,4,18,22,2023-12-31,4,1,1,411,New / Promising
115117,47,17,354,2023-12-31,4,5,5,455,Champion / Loyal
115118,11,55,47,2023-12-31,1,3,2,132,Average Purchaser
115119,10,20,62,2023-12-31,4,3,3,433,Average Purchaser
115120,5,30,56,2023-12-31,3,1,2,312,Average Purchaser
115121,83,44,696,2023-12-31,2,5,5,255,High-Value At-Risk
115122,5,35,27,2023-12-31,3,1,1,311,Average Purchaser
115123,25,29,151,2023-12-31,3,5,4,354,Need Attention
115124,6,40,57,2023-12-31,2,2,2,222,Low-Value / Lost
115125,7,43,105,2023-12-31,2,2,3,223,Average Purchaser
115126,4,28,10,2023-12-31,3,1,1,311,Average Purchaser
115127,5,33,16,2023-12-31,3,1,1,311,Average Purchaser
115128,16,59,57,2023-12-31,1,4,2,142,High-Value At-Risk
115129,15,29,197,2023-12-31,3,4,4,344,Need Attention
115130,10,19,100,2023-12-31,4,3,3,433,Average Purchaser
115131,16,49,212,2023-12-31,1,4,4,144,High-Value At-Risk
115132,6,47,56,2023-12-31,2,2,2,222,Low-Value / Lost
115133,5,0,16,2023-12-31,5,1,1,511,New / Promising
115134,11,5,92,2023-12-31,5,3,3,533,Average Purchaser
115135,7,57,56,2023-12-31,1,2,2,122,Low-Value / Lost
115136,6,3,7,2023-12-31,5,2,1,521,New / Promising
115137,6,19,48,2023-12-31,4,2,2,422,New / Promising
115138,14,5,147,2023-12-31,5,4,4,544,Champion / Loyal
115139,23,54,202,2023-12-31,1,4,4,144,High-Value At-Risk
115140,62,57,790,2023-12-31,1,5,5,155,High-Value At-Risk
115141,4,54,53,2023-12-31,1,1,2,112,Low-Value / Lost
115142,5,34,51,2023-12-31,3,1,2,312,Average Purchaser
115143,17,27,82,2023-12-31,3,4,3,343,Need Attention
115144,5,2,23,2023-12-31,5,1,1,511,New / Promising
115145,7,41,50,2023-12-31,2,2,2,222,Low-Value / Lost
115146,9,54,47,2023-12-31,1,3,2,132,Average Purchaser
115147,4,48,41,2023-12-31,2,1,2,212,Low-Value / Lost
115148,12,9,145,2023-12-31,5,3,4,534,Average Purchaser
115149,15,30,84,2023-12-31,3,4,3,343,Need Attention
115150,11,3,89,2023-12-31,5,3,3,533,Average Purchaser
115151,33,51,185,2023-12-31,1,5,4,154,High-Value At-Risk
115152,6,0,7,2023-12-31,5,2,1,521,New / Promising
115153,14,56,154,2023-12-31,1,4,4,144,High-Value At-Risk
115154,4,7,8,2023-12-31,5,1,1,511,New / Promising
115155,4,36,29,2023-12-31,3,1,1,311,Average Purchaser
115156,4,10,20,2023-12-31,5,1,1,511,New / Promising
115157,8,8,80,2023-12-31,5,2,3,523,New / Promising
115158,4,7,3,2023-12-31,5,1,1,511,New / Promising
115159,16,10,161,2023-12-31,5,4,4,544,Champion / Loyal
115160,12,22,151,2023-12-31,4,3,4,434,Average Purchaser
115161,5,9,30,2023-12-31,5,1,1,511,New / Promising
115162,37,29,296,2023-12-31,3,5,5,355,Need Attention
115163,61,51,376,2023-12-31,1,5,5,155,High-Value At-Risk
115164,6,57,28,2023-12-31,1,2,1,121,Low-Value / Lost
115165,9,52,85,2023-12-31,1,3,3,133,Average Purchaser
115166,12,48,92,2023-12-31,2,3,3,233,Average Purchaser
115167,8,48,172,2023-12-31,2,2,4,224,High-Value At-Risk
115168,4,40,27,2023-12-31,2,1,1,211,Low-Value / Lost
115169,19,6,186,2023-12-31,5,4,4,544,Champion / Loyal
115170,18,22,49,2023-12-31,4,4,2,442,Average Purchaser
115171,4,11,72,2023-12-31,5,1,3,513,New / Promising
115172,5,13,18,2023-12-31,4,1,1,411,New / Promising
115173,13,5,75,2023-12-31,5,3,3,533,Average Purchaser
115174,9,25,245,2023-12-31,3,3,5,335,Need Attention
115175,11,43,89,2023-12-31,2,3,3,233,Average Purchaser
115176,7,59,34,2023-12-31,1,2,2,122,Low-Value / Lost
115177,4,22,29,2023-12-31,4,1,1,411,New / Promising
115178,25,59,282,2023-12-31,1,5,5,155,High-Value At-Risk
115179,40,26,407,2023-12-31,3,5,5,355,Need Attention
115180,31,10,70,2023-12-31,5,5,3,553,Average Purchaser
115181,9,50,78,2023-12-31,1,3,3,133,Average Purchaser
115182,11,15,25,2023-12-31,4,3,1,431,Average Purchaser
115183,6,21,52,2023-12-31,4,2,2,422,New / Promising
115184,40,9,411,2023-12-31,5,5,5,555,Champion / Loyal
115185,33,34,527,2023-12-31,3,5,5,355,Need Attention
115186,21,11,248,2023-12-31,5,4,5,545,Champion / Loyal
115187,10,24,99,2023-12-31,4,3,3,433,Average Purchaser
115188,46,7,450,2023-12-31,5,5,5,555,Champion / Loyal
115189,55,16,680,2023-12-31,4,5,5,455,Champion / Loyal
115190,18,50,88,2023-12-31,1,4,3,143,High-Value At-Risk
115191,18,43,48,2023-12-31,2,4,2,242,High-Value At-Risk
115192,7,24,63,2023-12-31,4,2,3,423,New / Promising
115193,17,17,234,2023-12-31,4,4,5,445,Champion / Loyal
115194,16,20,178,2023-12-31,4,4,4,444,Champion / Loyal
115195,45,54,501,2023-12-31,1,5,5,155,High-Value At-Risk
115196,9,0,84,2023-12-31,5,3,3,533,Average Purchaser
115197,6,24,7,2023-12-31,4,2,1,421,New / Promising
115198,6,22,37,2023-12-31,4,2,2,422,New / Promising
115199,62,24,388,2023-12-31,4,5,5,455,Champion / Loyal
115200,22,30,300,2023-12-31,3,4,5,345,Need Attention
115201,7,20,86,2023-12-31,4,2,3,423,New / Promising
115202,5,38,38,2023-12-31,2,1,2,212,Low-Value / Lost
115203,5,38,12,2023-12-31,2,1,1,211,Low-Value / Lost
115204,15,56,145,2023-12-31,1,4,4,144,High-Value At-Risk
115205,6,37,30,2023-12-31,2,2,1,221,Low-Value / Lost
115206,9,26,83,2023-12-31,3,3,3,333,Need Attention
115207,4,40,33,2023-12-31,2,1,2,212,Low-Value / Lost
115208,20,35,215,2023-12-31,3,4,4,344,Need Attention
115209,4,54,44,2023-12-31,1,1,2,112,Low-Value / Lost
115210,15,37,90,2023-12-31,2,4,3,243,High-Value At-Risk
115211,28,22,223,2023-12-31,4,5,4,454,Champion / Loyal
115212,7,34,92,2023-12-31,3,2,3,323,Need Attention
115213,16,33,127,2023-12-31,3,4,4,344,Need Attention
115214,13,50,66,2023-12-31,1,3,3,133,Average Purchaser
115215,9,45,56,2023-12-31,2,3,2,232,Average Purchaser
115216,6,23,22,2023-12-31,4,2,1,421,New / Promising
115217,18,10,167,2023-12-31,5,4,4,544,Champion / Loyal
115218,6,25,31,2023-12-31,3,2,1,321,Average Purchaser
115219,8,19,35,2023-12-31,4,2,2,422,New / Promising
115220,6,32,23,2023-12-31,3,2,1,321,Average Purchaser
115221,46,55,189,2023-12-31,1,5,4,154,High-Value At-Risk
115222,4,12,5,2023-12-31,5,1,1,511,New / Promising
115223,11,38,74,2023-12-31,2,3,3,233,Average Purchaser
115224,16,41,120,2023-12-31,2,4,4,244,High-Value At-Risk
115225,15,48,264,2023-12-31,2,4,5,245,High-Value At-Risk
115226,5,2,11,2023-12-31,5,1,1,511,New / Promising
115227,4,18,5,2023-12-31,4,1,1,411,New / Promising
115228,11,9,83,2023-12-31,5,3,3,533,Average Purchaser
115229,10,41,119,2023-12-31,2,3,4,234,High-Value At-Risk
115230,7,18,100,2023-12-31,4,2,3,423,New / Promising
115231,6,10,68,2023-12-31,5,2,3,523,New / Promising
115232,4,50,35,2023-12-31,1,1,2,112,Low-Value / Lost
115233,15,31,134,2023-12-31,3,4,4,344,Need Attention
115234,8,25,48,2023-12-31,3,2,2,322,Average Purchaser
115235,15,10,68,2023-12-31,5,4,3,543,Average Purchaser
115236,45,44,691,2023-12-31,2,5,5,255,High-Value At-Risk
115237,10,12,61,2023-12-31,5,3,2,532,Average Purchaser
115238,5,7,34,2023-12-31,5,1,2,512,New / Promising
115239,18,51,331,2023-12-31,1,4,5,145,High-Value At-Risk
115240,13,37,125,2023-12-31,2,3,4,234,High-Value At-Risk
115241,32,8,140,2023-12-31,5,5,4,554,Champion / Loyal
115242,27,20,199,2023-12-31,4,5,4,454,Champion / Loyal
115243,26,26,411,2023-12-31,3,5,5,355,Need Attention
115244,11,55,137,2023-12-31,1,3,4,134,High-Value At-Risk
115245,59,7,371,2023-12-31,5,5,5,555,Champion / Loyal
115246,13,47,152,2023-12-31,2,3,4,234,High-Value At-Risk
115247,19,6,155,2023-12-31,5,4,4,544,Champion / Loyal
115248,74,16,151,2023-12-31,4,5,4,454,Champion / Loyal
115249,4,34,7,2023-12-31,3,1,1,311,Average Purchaser
115250,10,29,77,2023-12-31,3,3,3,333,Need Attention
115251,15,23,65,2023-12-31,4,4,3,443,Average Purchaser
115252,22,6,142,2023-12-31,5,4,4,544,Champion / Loyal
115253,9,22,12,2023-12-31,4,3,1,431,Average Purchaser
115254,9,54,67,2023-12-31,1,3,3,133,Average Purchaser
115255,13,3,73,2023-12-31,5,3,3,533,Average Purchaser
115256,4,44,30,2023-12-31,2,1,1,211,Low-Value / Lost
115257,28,39,282,2023-12-31,2,5,5,255,High-Value At-Risk
115258,5,50,17,2023-12-31,1,1,1,111,Low-Value / Lost
115259,24,51,149,2023-12-31,1,5,4,154,High-Value At-Risk
115260,4,5,84,2023-12-31,5,1,3,513,New / Promising
115261,17,39,45,2023-12-31,2,4,2,242,High-Value At-Risk
115262,13,32,135,2023-12-31,3,3,4,334,Need Attention
115263,5,38,54,2023-12-31,2,1,2,212,Low-Value / Lost
115264,15,39,41,2023-12-31,2,4,2,242,High-Value At-Risk
115265,12,12,94,2023-12-31,5,3,3,533,Average Purchaser
115266,13,44,245,2023-12-31,2,3,5,235,High-Value At-Risk
115267,13,31,117,2023-12-31,3,3,4,334,Need Attention
115268,10,25,106,2023-12-31,3,3,3,333,Need Attention
115269,5,9,28,2023-12-31,5,1,1,511,New / Promising
115270,12,10,167,2023-12-31,5,3,4,534,Average Purchaser
115271,4,37,8,2023-12-31,2,1,1,211,Low-Value / Lost
115272,56,53,954,2023-12-31,1,5,5,155,High-Value At-Risk
115273,6,11,19,2023-12-31,5,2,1,521,New / Promising
115274,7,59,27,2023-12-31,1,2,1,121,Low-Value / Lost
115275,34,50,259,2023-12-31,1,5,5,155,High-Value At-Risk
115276,19,53,152,2023-12-31,1,4,4,144,High-Value At-Risk
115277,21,24,366,2023-12-31,4,4,5,445,Champion / Loyal
115278,5,46,23,2023-12-31,2,1,1,211,Low-Value / Lost
115279,5,17,27,2023-12-31,4,1,1,411,New / Promising
115280,6,50,77,2023-12-31,1,2,3,123,Average Purchaser
115281,16,27,125,2023-12-31,3,4,4,344,Need Attention
115282,14,27,157,2023-12-31,3,4,4,344,Need Attention
115283,6,32,71,2023-12-31,3,2,3,323,Need Attention
115284,21,12,159,2023-12-31,5,4,4,544,Champion / Loyal
115285,26,33,360,2023-12-31,3,5,5,355,Need Attention
115286,8,22,60,2023-12-31,4,2,2,422,New / Promising
115287,12,46,75,2023-12-31,2,3,3,233,Average Purchaser
115288,5,59,55,2023-12-31,1,1,2,112,Low-Value / Lost
115289,4,0,8,2023-12-31,5,1,1,511,New / Promising
115290,4,3,12,2023-12-31,5,1,1,511,New / Promising
115291,15,7,151,2023-12-31,5,4,4,544,Champion / Loyal
115292,12,11,189,2023-12-31,5,3,4,534,Average Purchaser
115293,10,57,86,2023-12-31,1,3,3,133,Average Purchaser
115294,18,37,267,2023-12-31,2,4,5,245,High-Value At-Risk
115295,11,54,70,2023-12-31,1,3,3,133,Average Purchaser
115296,6,48,11,2023-12-31,2,2,1,221,Low-Value / Lost
115297,10,11,96,2023-12-31,5,3,3,533,Average Purchaser
115298,14,54,116,2023-12-31,1,4,4,144,High-Value At-Risk
115299,17,8,115,2023-12-31,5,4,4,544,Champion / Loyal
115300,16,33,283,2023-12-31,3,4,5,345,Need Attention
115301,10,23,149,2023-12-31,4,3,4,434,Average Purchaser
115302,4,20,70,2023-12-31,4,1,3,413,New / Promising
115303,6,32,59,2023-12-31,3,2,2,322,Average Purchaser
115304,43,52,193,2023-12-31,1,5,4,154,High-Value At-Risk
115305,4,1,66,2023-12-31,5,1,3,513,New / Promising
115306,5,28,52,2023-12-31,3,1,2,312,Average Purchaser
115307,6,59,35,2023-12-31,1,2,2,122,Low-Value / Lost
115308,21,43,254,2023-12-31,2,4,5,245,High-Value At-Risk
115309,16,48,168,2023-12-31,2,4,4,244,High-Value At-Risk
115310,8,52,125,2023-12-31,1,2,4,124,High-Value At-Risk
115311,6,26,40,2023-12-31,3,2,2,322,Average Purchaser
115312,85,38,456,2023-12-31,2,5,5,255,High-Value At-Risk
115313,69,40,567,2023-12-31,2,5,5,255,High-Value At-Risk
115314,87,32,806,2023-12-31,3,5,5,355,Need Attention
115315,4,8,7,2023-12-31,5,1,1,511,New / Promising
115316,8,22,62,2023-12-31,4,2,3,423,New / Promising
115317,4,43,24,2023-12-31,2,1,1,211,Low-Value / Lost
115318,5,27,27,2023-12-31,3,1,1,311,Average Purchaser
115319,7,31,51,2023-12-31,3,2,2,322,Average Purchaser
115320,30,32,329,2023-12-31,3,5,5,355,Need Attention
115321,10,53,116,2023-12-31,1,3,4,134,High-Value At-Risk
115322,4,5,28,2023-12-31,5,1,1,511,New / Promising
115323,7,6,43,2023-12-31,5,2,2,522,New / Promising
115324,33,55,463,2023-12-31,1,5,5,155,High-Value At-Risk
115325,33,8,879,2023-12-31,5,5,5,555,Champion / Loyal
115326,14,26,163,2023-12-31,3,4,4,344,Need Attention
115327,6,40,59,2023-12-31,2,2,2,222,Low-Value / Lost
115328,15,24,231,2023-12-31,4,4,5,445,Champion / Loyal
115329,13,17,95,2023-12-31,4,3,3,433,Average Purchaser
115330,37,56,709,2023-12-31,1,5,5,155,High-Value At-Risk
115331,5,54,11,2023-12-31,1,1,1,111,Low-Value / Lost
115332,4,47,10,2023-12-31,2,1,1,211,Low-Value / Lost
115333,64,35,768,2023-12-31,3,5,5,355,Need Attention
115334,11,14,117,2023-12-31,4,3,4,434,Average Purchaser
115335,4,5,8,2023-12-31,5,1,1,511,New / Promising
115336,5,14,75,2023-12-31,4,1,3,413,New / Promising
115337,5,45,14,2023-12-31,2,1,1,211,Low-Value / Lost
115338,26,10,86,2023-12-31,5,5,3,553,Average Purchaser
115339,4,12,16,2023-12-31,5,1,1,511,New / Promising
115340,41,58,488,2023-12-31,1,5,5,155,High-Value At-Risk
115341,5,10,43,2023-12-31,5,1,2,512,New / Promising
115342,5,21,7,2023-12-31,4,1,1,411,New / Promising
115343,6,13,7,2023-12-31,4,2,1,421,New / Promising
115344,4,48,21,2023-12-31,2,1,1,211,Low-Value / Lost
115345,4,55,17,2023-12-31,1,1,1,111,Low-Value / Lost
115346,7,54,95,2023-12-31,1,2,3,123,Average Purchaser
115347,4,3,36,2023-12-31,5,1,2,512,New / Promising
115348,9,16,52,2023-12-31,4,3,2,432,Average Purchaser
115349,6,3,50,2023-12-31,5,2,2,522,New / Promising
115350,6,48,74,2023-12-31,2,2,3,223,Average Purchaser
115351,22,50,136,2023-12-31,1,4,4,144,High-Value At-Risk
115352,4,40,14,2023-12-31,2,1,1,211,Low-Value / Lost
115353,24,14,147,2023-12-31,4,5,4,454,Champion / Loyal
115354,4,1,8,2023-12-31,5,1,1,511,New / Promising
115355,15,11,97,2023-12-31,5,4,3,543,Average Purchaser
115356,9,4,44,2023-12-31,5,3,2,532,Average Purchaser
115357,6,47,9,2023-12-31,2,2,1,221,Low-Value / Lost
115358,12,41,85,2023-12-31,2,3,3,233,Average Purchaser
115359,9,16,183,2023-12-31,4,3,4,434,Average Purchaser
115360,13,10,69,2023-12-31,5,3,3,533,Average Purchaser
115361,18,21,246,2023-12-31,4,4,5,445,Champion / Loyal
115362,5,31,8,2023-12-31,3,1,1,311,Average Purchaser
115363,5,2,65,2023-12-31,5,1,3,513,New / Promising
115364,8,6,100,2023-12-31,5,2,3,523,New / Promising
115365,10,46,102,2023-12-31,2,3,3,233,Average Purchaser
115366,6,4,58,2023-12-31,5,2,2,522,New / Promising
115367,21,58,158,2023-12-31,1,4,4,144,High-Value At-Risk
115368,6,12,37,2023-12-31,5,2,2,522,New / Promising
115369,6,21,74,2023-12-31,4,2,3,423,New / Promising
115370,11,28,27,2023-12-31,3,3,1,331,Need Attention
115371,32,40,220,2023-12-31,2,5,4,254,High-Value At-Risk
115372,8,57,11,2023-12-31,1,2,1,121,Low-Value / Lost
115373,87,27,515,2023-12-31,3,5,5,355,Need Attention
115374,34,56,62,2023-12-31,1,5,3,153,High-Value At-Risk
115375,25,37,240,2023-12-31,2,5,5,255,High-Value At-Risk
115376,5,4,21,2023-12-31,5,1,1,511,New / Promising
115377,9,23,46,2023-12-31,4,3,2,432,Average Purchaser
115378,27,21,226,2023-12-31,4,5,4,454,Champion / Loyal
115379,17,36,84,2023-12-31,3,4,3,343,Need Attention
115380,6,0,73,2023-12-31,5,2,3,523,New / Promising
115381,7,10,7,2023-12-31,5,2,1,521,New / Promising
115382,5,19,37,2023-12-31,4,1,2,412,New / Promising
115383,14,20,172,2023-12-31,4,4,4,444,Champion / Loyal
115384,14,1,146,2023-12-31,5,4,4,544,Champion / Loyal
115385,4,54,18,2023-12-31,1,1,1,111,Low-Value / Lost
115386,33,29,157,2023-12-31,3,5,4,354,Need Attention
115387,11,15,85,2023-12-31,4,3,3,433,Average Purchaser
115388,5,3,8,2023-12-31,5,1,1,511,New / Promising
115389,10,45,180,2023-12-31,2,3,4,234,High-Value At-Risk
115390,23,37,199,2023-12-31,2,4,4,244,High-Value At-Risk
115391,11,24,107,2023-12-31,4,3,3,433,Average Purchaser
115392,15,45,102,2023-12-31,2,4,3,243,High-Value At-Risk
115393,9,1,97,2023-12-31,5,3,3,533,Average Purchaser
115394,14,36,242,2023-12-31,3,4,5,345,Need Attention
115395,19,50,159,2023-12-31,1,4,4,144,High-Value At-Risk
115396,43,17,231,2023-12-31,4,5,5,455,Champion / Loyal
115397,16,21,29,2023-12-31,4,4,1,441,Average Purchaser
115398,9,20,183,2023-12-31,4,3,4,434,Average Purchaser
115399,7,27,79,2023-12-31,3,2,3,323,Need Attention
115400,47,3,519,2023-12-31,5,5,5,555,Champion / Loyal
115401,5,53,51,2023-12-31,1,1,2,112,Low-Value / Lost
115402,17,13,87,2023-12-31,4,4,3,443,Average Purchaser
115403,33,4,128,2023-12-31,5,5,4,554,Champion / Loyal
115404,7,57,16,2023-12-31,1,2,1,121,Low-Value / Lost
115405,48,26,306,2023-12-31,3,5,5,355,Need Attention
115406,11,50,45,2023-12-31,1,3,2,132,Average Purchaser
115407,11,47,30,2023-12-31,2,3,1,231,Average Purchaser
115408,5,42,33,2023-12-31,2,1,2,212,Low-Value / Lost
115409,16,11,88,2023-12-31,5,4,3,543,Average Purchaser
115410,12,3,23,2023-12-31,5,3,1,531,Average Purchaser
115411,4,15,40,2023-12-31,4,1,2,412,New / Promising
115412,54,6,1106,2023-12-31,5,5,5,555,Champion / Loyal
115413,4,15,21,2023-12-31,4,1,1,411,New / Promising
115414,12,14,75,2023-12-31,4,3,3,433,Average Purchaser
115415,7,9,68,2023-12-31,5,2,3,523,New / Promising
115416,18,2,171,2023-12-31,5,4,4,544,Champion / Loyal
115417,6,47,113,2023-12-31,2,2,4,224,High-Value At-Risk
115418,23,58,223,2023-12-31,1,4,4,144,High-Value At-Risk
115419,16,31,43,2023-12-31,3,4,2,342,Need Attention
115420,4,10,39,2023-12-31,5,1,2,512,New / Promising
115421,7,22,60,2023-12-31,4,2,2,422,New / Promising
115422,4,38,37,2023-12-31,2,1,2,212,Low-Value / Lost
115423,100,49,958,2023-12-31,1,5,5,155,High-Value At-Risk
115424,4,2,15,2023-12-31,5,1,1,511,New / Promising
115425,5,11,20,2023-12-31,5,1,1,511,New / Promising
115426,4,52,14,2023-12-31,1,1,1,111,Low-Value / Lost
115427,6,1,64,2023-12-31,5,2,3,523,New / Promising
115428,17,7,89,2023-12-31,5,4,3,543,Average Purchaser
115429,18,59,159,2023-12-31,1,4,4,144,High-Value At-Risk
115430,20,36,138,2023-12-31,3,4,4,344,Need Attention
115431,4,58,22,2023-12-31,1,1,1,111,Low-Value / Lost
115432,36,57,247,2023-12-31,1,5,5,155,High-Value At-Risk
115433,5,17,11,2023-12-31,4,1,1,411,New / Promising
115434,26,20,105,2023-12-31,4,5,3,453,Average Purchaser
115435,7,28,38,2023-12-31,3,2,2,322,Average Purchaser
115436,11,1,42,2023-12-31,5,3,2,532,Average Purchaser
115437,4,42,32,2023-12-31,2,1,1,211,Low-Value / Lost
115438,35,3,235,2023-12-31,5,5,5,555,Champion / Loyal
115439,8,36,123,2023-12-31,3,2,4,324,Need Attention
115440,5,21,6,2023-12-31,4,1,1,411,New / Promising
115441,12,16,122,2023-12-31,4,3,4,434,Average Purchaser
115442,5,47,55,2023-12-31,2,1,2,212,Low-Value / Lost
115443,4,56,11,2023-12-31,1,1,1,111,Low-Value / Lost
115444,8,1,93,2023-12-31,5,2,3,523,New / Promising
115445,11,29,110,2023-12-31,3,3,3,333,Need Attention
115446,6,49,19,2023-12-31,1,2,1,121,Low-Value / Lost
115447,14,23,240,2023-12-31,4,4,5,445,Champion / Loyal
115448,32,18,539,2023-12-31,4,5,5,455,Champion / Loyal
115449,11,5,112,2023-12-31,5,3,3,533,Average Purchaser
115450,20,6,193,2023-12-31,5,4,4,544,Champion / Loyal
115451,4,18,43,2023-12-31,4,1,2,412,New / Promising
115452,32,49,228,2023-12-31,1,5,4,154,High-Value At-Risk
115453,17,46,158,2023-12-31,2,4,4,244,High-Value At-Risk
115454,7,12,77,2023-12-31,5,2,3,523,New / Promising
115455,17,18,114,2023-12-31,4,4,4,444,Champion / Loyal
115456,7,48,70,2023-12-31,2,2,3,223,Average Purchaser
115457,54,56,553,2023-12-31,1,5,5,155,High-Value At-Risk
