user_id,product_id,last_product_order_ts,last_purchase_days_ago,avg_replenishment_days,mock_inventory,overdue_ratio,R_score,F_score,M_score,rfm_segment,risk_id
48,32177,2023-10-13,79,15.0,415,5.27,1,3,3,Average Purchaser,job_e06ac3b9:48:32177
10,11782,2023-10-13,79,15.0,119,5.27,5,2,4,New / Promising,job_e06ac3b9:10:11782
63,15438,2023-05-13,232,44.0,126,5.27,3,5,5,Need Attention,job_e06ac3b9:63:15438
31,10755,2023-09-17,105,20.0,466,5.25,4,4,5,Champion / Loyal,job_e06ac3b9:31:10755
31,19677,2023-09-17,105,20.0,454,5.25,4,4,5,Champion / Loyal,job_e06ac3b9:31:19677
29,26360,2023-09-12,110,21.0,380,5.24,3,4,4,Need Attention,job_e06ac3b9:29:26360
33,47145,2023-09-20,102,19.5,126,5.23,1,1,2,Low-Value / Lost,job_e06ac3b9:33:47145
7,42265,2023-09-20,102,19.5,161,5.23,1,4,4,High-Value At-Risk,job_e06ac3b9:7:42265
63,46075,2023-08-17,136,26.0,62,5.23,3,5,5,Need Attention,job_e06ac3b9:63:46075
54,15592,2023-09-20,102,19.5,457,5.23,4,5,5,Champion / Loyal,job_e06ac3b9:54:15592
63,6719,2023-08-17,136,26.0,320,5.23,3,5,5,Need Attention,job_e06ac3b9:63:6719
59,5605,2023-08-07,146,28.0,300,5.21,1,3,3,Average Purchaser,job_e06ac3b9:59:5605
11,35738,2023-08-07,146,28.0,362,5.21,4,2,3,New / Promising,job_e06ac3b9:11:35738
59,33401,2023-08-07,146,28.0,94,5.21,1,3,3,Average Purchaser,job_e06ac3b9:59:33401
11,35765,2023-08-07,146,28.0,139,5.21,4,2,3,New / Promising,job_e06ac3b9:11:35765
58,32476,2023-08-15,138,26.5,237,5.21,4,4,3,Average Purchaser,job_e06ac3b9:58:32476
51,20115,2023-11-09,52,10.0,377,5.2,5,1,1,New / Promising,job_e06ac3b9:51:20115
2,10305,2023-10-14,78,15.0,446,5.2,5,4,4,Champion / Loyal,job_e06ac3b9:2:10305
51,445,2023-11-09,52,10.0,385,5.2,5,1,1,New / Promising,job_e06ac3b9:51:445
32,22849,2023-09-21,101,19.5,477,5.18,4,2,4,New / Promising,job_e06ac3b9:32:22849
32,15592,2023-09-21,101,19.5,457,5.18,4,2,4,New / Promising,job_e06ac3b9:32:15592
32,32864,2023-09-21,101,19.5,108,5.18,4,2,4,New / Promising,job_e06ac3b9:32:32864
7,40852,2023-11-04,57,11.0,228,5.18,1,4,4,High-Value At-Risk,job_e06ac3b9:7:40852
43,47941,2023-09-29,93,18.0,106,5.17,1,3,4,High-Value At-Risk,job_e06ac3b9:43:47941
49,4317,2023-08-06,147,28.5,157,5.16,1,3,2,Average Purchaser,job_e06ac3b9:49:4317
50,44629,2023-09-24,98,19.0,461,5.16,5,5,5,Champion / Loyal,job_e06ac3b9:50:44629
16,36772,2023-09-11,111,21.5,244,5.16,2,2,3,Average Purchaser,job_e06ac3b9:16:36772
21,42666,2023-09-24,98,19.0,200,5.16,3,5,4,Need Attention,job_e06ac3b9:21:42666
35,21267,2023-08-19,134,26.0,388,5.15,1,3,4,High-Value At-Risk,job_e06ac3b9:35:21267
54,47325,2023-10-20,72,14.0,152,5.14,4,5,5,Champion / Loyal,job_e06ac3b9:54:47325
43,9360,2023-09-14,108,21.0,203,5.14,1,3,4,High-Value At-Risk,job_e06ac3b9:43:9360
43,9314,2023-09-14,108,21.0,134,5.14,1,3,4,High-Value At-Risk,job_e06ac3b9:43:9314
43,9124,2023-09-14,108,21.0,301,5.14,1,3,4,High-Value At-Risk,job_e06ac3b9:43:9124
63,24184,2023-09-09,113,22.0,138,5.14,3,5,5,Need Attention,job_e06ac3b9:63:24184
43,21243,2023-09-14,108,21.0,435,5.14,1,3,4,High-Value At-Risk,job_e06ac3b9:43:21243
43,5952,2023-09-14,108,21.0,139,5.14,1,3,4,High-Value At-Risk,job_e06ac3b9:43:5952
43,44536,2023-09-14,108,21.0,403,5.14,1,3,4,High-Value At-Risk,job_e06ac3b9:43:44536
12,28985,2023-08-22,131,25.5,309,5.14,3,2,3,Need Attention,job_e06ac3b9:12:28985
41,1987,2023-09-14,108,21.0,496,5.14,1,2,3,Average Purchaser,job_e06ac3b9:41:1987
55,41273,2023-09-22,100,19.5,272,5.13,3,2,3,Need Attention,job_e06ac3b9:55:41273
35,27229,2023-07-15,169,33.0,119,5.12,1,3,4,High-Value At-Risk,job_e06ac3b9:35:27229
35,6384,2023-08-15,138,27.0,174,5.11,1,3,4,High-Value At-Risk,job_e06ac3b9:35:6384
61,6187,2023-09-30,92,18.0,324,5.11,5,1,3,New / Promising,job_e06ac3b9:61:6187
55,5770,2023-09-07,115,22.5,371,5.11,3,2,3,Need Attention,job_e06ac3b9:55:5770
61,41844,2023-09-30,92,18.0,287,5.11,5,1,3,New / Promising,job_e06ac3b9:61:41844
44,43632,2023-09-15,107,21.0,363,5.1,2,1,2,Low-Value / Lost,job_e06ac3b9:44:43632
17,25307,2023-09-15,107,21.0,106,5.1,1,5,5,High-Value At-Risk,job_e06ac3b9:17:25307
60,47766,2023-10-13,79,15.5,124,5.1,4,3,3,Average Purchaser,job_e06ac3b9:60:47766
52,5312,2023-11-05,56,11.0,154,5.09,3,5,4,Need Attention,job_e06ac3b9:52:5312
57,29487,2023-09-10,112,22.0,62,5.09,1,4,3,High-Value At-Risk,job_e06ac3b9:57:29487
23,3243,2023-09-10,112,22.0,304,5.09,1,1,2,Low-Value / Lost,job_e06ac3b9:23:3243
58,8536,2023-09-23,99,19.5,482,5.08,4,4,3,Average Purchaser,job_e06ac3b9:58:8536
1,26405,2023-07-19,165,32.5,472,5.08,2,3,2,Average Purchaser,job_e06ac3b9:1:26405
52,11266,2023-09-28,94,18.5,121,5.08,3,5,4,Need Attention,job_e06ac3b9:52:11266
3,8021,2023-07-19,165,32.5,218,5.08,3,3,3,Need Attention,job_e06ac3b9:3:8021
12,11520,2023-10-31,61,12.0,423,5.08,3,2,3,Need Attention,job_e06ac3b9:12:11520
35,7969,2023-10-16,76,15.0,188,5.07,1,3,4,High-Value At-Risk,job_e06ac3b9:35:7969
40,28928,2023-08-11,142,28.0,153,5.07,2,3,3,Average Purchaser,job_e06ac3b9:40:28928
2,45066,2023-07-07,177,35.0,399,5.06,5,4,4,Champion / Loyal,job_e06ac3b9:2:45066
56,38067,2023-09-16,106,21.0,395,5.05,2,3,4,High-Value At-Risk,job_e06ac3b9:56:38067
32,7963,2023-09-21,101,20.0,272,5.05,4,2,4,New / Promising,job_e06ac3b9:32:7963
16,30406,2023-09-11,111,22.0,253,5.05,2,2,3,Average Purchaser,job_e06ac3b9:16:30406
46,44626,2023-08-12,141,28.0,235,5.04,1,4,4,High-Value At-Risk,job_e06ac3b9:46:44626
38,18840,2023-07-03,181,36.0,491,5.03,4,3,4,Average Purchaser,job_e06ac3b9:38:18840
21,10151,2023-09-24,98,19.5,188,5.03,3,5,4,Need Attention,job_e06ac3b9:21:10151
16,13780,2023-08-30,123,24.5,463,5.02,2,2,3,Average Purchaser,job_e06ac3b9:16:13780
54,1529,2023-08-30,123,24.5,423,5.02,4,5,5,Champion / Loyal,job_e06ac3b9:54:1529
43,47472,2023-09-14,108,21.5,231,5.02,1,3,4,High-Value At-Risk,job_e06ac3b9:43:47472
43,46981,2023-09-14,108,21.5,101,5.02,1,3,4,High-Value At-Risk,job_e06ac3b9:43:46981
27,4462,2023-10-22,70,14.0,247,5.0,3,5,5,Need Attention,job_e06ac3b9:27:4462
31,100,2023-09-17,105,21.0,184,5.0,4,4,5,Champion / Loyal,job_e06ac3b9:31:100
31,27687,2023-09-17,105,21.0,462,5.0,4,4,5,Champion / Loyal,job_e06ac3b9:31:27687
37,29898,2023-05-25,220,44.0,67,5.0,4,4,4,Champion / Loyal,job_e06ac3b9:37:29898
31,9694,2023-09-17,105,21.0,447,5.0,4,4,5,Champion / Loyal,job_e06ac3b9:31:9694
28,23165,2023-11-21,40,8.0,120,5.0,3,5,4,Need Attention,job_e06ac3b9:28:23165
7,274,2023-05-15,230,46.0,167,5.0,1,4,4,High-Value At-Risk,job_e06ac3b9:7:274
32,6069,2023-11-11,50,10.0,269,5.0,4,2,4,New / Promising,job_e06ac3b9:32:6069
9,45045,2023-09-30,92,18.5,194,4.97,3,1,3,Need Attention,job_e06ac3b9:9:45045
9,19627,2023-09-30,92,18.5,499,4.97,3,1,3,Need Attention,job_e06ac3b9:9:19627
9,43875,2023-09-30,92,18.5,433,4.97,3,1,3,Need Attention,job_e06ac3b9:9:43875
9,47167,2023-09-30,92,18.5,97,4.97,3,1,3,Need Attention,job_e06ac3b9:9:47167
10,5450,2023-10-25,67,13.5,459,4.96,5,2,4,New / Promising,job_e06ac3b9:10:5450
27,45123,2023-08-24,129,26.0,488,4.96,3,5,5,Need Attention,job_e06ac3b9:27:45123
26,21709,2023-08-29,124,25.0,271,4.96,5,3,2,Average Purchaser,job_e06ac3b9:26:21709
60,5684,2023-08-19,134,27.0,473,4.96,4,3,3,Average Purchaser,job_e06ac3b9:60:5684
42,79,2023-08-12,141,28.5,121,4.95,5,4,4,Champion / Loyal,job_e06ac3b9:42:79
64,9124,2023-09-18,104,21.0,301,4.95,5,3,4,Average Purchaser,job_e06ac3b9:64:9124
35,6111,2023-09-18,104,21.0,390,4.95,1,3,4,High-Value At-Risk,job_e06ac3b9:35:6111
43,6074,2023-10-08,84,17.0,335,4.94,1,3,4,High-Value At-Risk,job_e06ac3b9:43:6074
28,28204,2023-10-03,89,18.0,187,4.94,3,5,4,Need Attention,job_e06ac3b9:28:28204
57,41896,2023-10-23,69,14.0,478,4.93,1,4,3,High-Value At-Risk,job_e06ac3b9:57:41896
29,43928,2023-08-15,138,28.0,415,4.93,3,4,4,Need Attention,job_e06ac3b9:29:43928
14,13966,2023-11-02,59,12.0,359,4.92,2,4,4,High-Value At-Risk,job_e06ac3b9:14:13966
48,26298,2023-07-22,162,33.0,76,4.91,1,3,3,Average Purchaser,job_e06ac3b9:48:26298
21,29127,2023-09-24,98,20.0,453,4.9,3,5,4,Need Attention,job_e06ac3b9:21:29127
60,5428,2023-11-12,49,10.0,246,4.9,4,3,3,Average Purchaser,job_e06ac3b9:60:5428
28,20588,2023-09-24,98,20.0,254,4.9,3,5,4,Need Attention,job_e06ac3b9:28:20588
37,13932,2023-07-08,176,36.0,110,4.89,4,4,4,Champion / Loyal,job_e06ac3b9:37:13932
27,27086,2023-11-17,44,9.0,288,4.89,3,5,5,Need Attention,job_e06ac3b9:27:27086
44,28560,2023-08-16,137,28.0,180,4.89,2,1,2,Low-Value / Lost,job_e06ac3b9:44:28560
35,10644,2023-04-28,247,50.5,260,4.89,1,3,4,High-Value At-Risk,job_e06ac3b9:35:10644
19,11749,2023-10-26,66,13.5,262,4.89,5,3,4,Average Purchaser,job_e06ac3b9:19:11749
44,1263,2023-08-16,137,28.0,113,4.89,2,1,2,Low-Value / Lost,job_e06ac3b9:44:1263
40,5450,2023-10-26,66,13.5,459,4.89,2,3,3,Average Purchaser,job_e06ac3b9:40:5450
24,16797,2023-09-29,93,19.0,432,4.89,2,4,2,High-Value At-Risk,job_e06ac3b9:24:16797
35,31506,2023-04-28,247,50.5,415,4.89,1,3,4,High-Value At-Risk,job_e06ac3b9:35:31506
43,16797,2023-09-29,93,19.0,432,4.89,1,3,4,High-Value At-Risk,job_e06ac3b9:43:16797
52,3298,2023-08-16,137,28.0,460,4.89,3,5,4,Need Attention,job_e06ac3b9:52:3298
12,42450,2023-09-05,117,24.0,287,4.88,3,2,3,Need Attention,job_e06ac3b9:12:42450
54,41658,2023-10-14,78,16.0,356,4.88,4,5,5,Champion / Loyal,job_e06ac3b9:54:41658
54,7628,2023-10-14,78,16.0,270,4.88,4,5,5,Champion / Loyal,job_e06ac3b9:54:7628
8,24838,2023-10-09,83,17.0,316,4.88,4,1,2,New / Promising,job_e06ac3b9:8:24838
63,47209,2023-10-19,73,15.0,180,4.87,3,5,5,Need Attention,job_e06ac3b9:63:47209
43,8670,2023-08-02,151,31.0,242,4.87,1,3,4,High-Value At-Risk,job_e06ac3b9:43:8670
43,15664,2023-08-02,151,31.0,104,4.87,1,3,4,High-Value At-Risk,job_e06ac3b9:43:15664
46,13802,2023-06-10,204,42.0,466,4.86,1,4,4,High-Value At-Risk,job_e06ac3b9:46:13802
31,2870,2023-10-24,68,14.0,410,4.86,4,4,5,Champion / Loyal,job_e06ac3b9:31:2870
29,33161,2023-08-15,138,28.5,341,4.84,3,4,4,Need Attention,job_e06ac3b9:29:33161
28,10644,2023-05-01,244,50.5,260,4.83,3,5,4,Need Attention,job_e06ac3b9:28:10644
19,23483,2023-11-03,58,12.0,319,4.83,5,3,4,Average Purchaser,job_e06ac3b9:19:23483
19,1241,2023-11-03,58,12.0,197,4.83,5,3,4,Average Purchaser,job_e06ac3b9:19:1241
31,40310,2023-08-18,135,28.0,54,4.82,4,4,5,Champion / Loyal,job_e06ac3b9:31:40310
16,28985,2023-08-30,123,25.5,309,4.82,2,2,3,Average Purchaser,job_e06ac3b9:16:28985
31,36099,2023-08-18,135,28.0,206,4.82,4,4,5,Champion / Loyal,job_e06ac3b9:31:36099
48,5621,2023-08-18,135,28.0,328,4.82,1,3,3,Average Purchaser,job_e06ac3b9:48:5621
32,45007,2023-09-21,101,21.0,150,4.81,4,2,4,New / Promising,job_e06ac3b9:32:45007
32,12745,2023-09-21,101,21.0,323,4.81,4,2,4,New / Promising,job_e06ac3b9:32:12745
63,30839,2023-09-21,101,21.0,265,4.81,3,5,5,Need Attention,job_e06ac3b9:63:30839
40,28597,2023-08-23,130,27.0,339,4.81,2,3,3,Average Purchaser,job_e06ac3b9:40:28597
63,20670,2023-09-21,101,21.0,167,4.81,3,5,5,Need Attention,job_e06ac3b9:63:20670
38,9666,2023-08-28,125,26.0,152,4.81,4,3,4,Average Purchaser,job_e06ac3b9:38:9666
32,9934,2023-09-21,101,21.0,414,4.81,4,2,4,New / Promising,job_e06ac3b9:32:9934
48,5450,2023-10-27,65,13.5,459,4.81,1,3,3,Average Purchaser,job_e06ac3b9:48:5450
32,34126,2023-09-21,101,21.0,78,4.81,4,2,4,New / Promising,job_e06ac3b9:32:34126
11,33731,2023-09-02,120,25.0,490,4.8,4,2,3,New / Promising,job_e06ac3b9:11:33731
28,32734,2023-06-03,211,44.0,354,4.8,3,5,4,Need Attention,job_e06ac3b9:28:32734
33,7969,2023-10-20,72,15.0,188,4.8,1,1,2,Low-Value / Lost,job_e06ac3b9:33:7969
43,24852,2023-10-08,84,17.5,437,4.8,1,3,4,High-Value At-Risk,job_e06ac3b9:43:24852
3,1005,2023-10-25,67,14.0,353,4.79,3,3,3,Need Attention,job_e06ac3b9:3:1005
63,42768,2023-04-07,268,56.0,134,4.79,3,5,5,Need Attention,job_e06ac3b9:63:42768
64,9550,2023-08-24,129,27.0,482,4.78,5,3,4,Average Purchaser,job_e06ac3b9:64:9550
64,34262,2023-08-24,129,27.0,275,4.78,5,3,4,Average Purchaser,job_e06ac3b9:64:34262
54,16808,2023-04-12,263,55.0,368,4.78,4,5,5,Champion / Loyal,job_e06ac3b9:54:16808
5,28289,2023-09-29,93,19.5,243,4.77,2,1,2,Low-Value / Lost,job_e06ac3b9:5:28289
31,42562,2023-10-30,62,13.0,75,4.77,4,4,5,Champion / Loyal,job_e06ac3b9:31:42562
24,37687,2023-09-29,93,19.5,86,4.77,2,4,2,High-Value At-Risk,job_e06ac3b9:24:37687
31,10246,2023-09-17,105,22.0,222,4.77,4,4,5,Champion / Loyal,job_e06ac3b9:31:10246
61,26135,2023-10-30,62,13.0,438,4.77,5,1,3,New / Promising,job_e06ac3b9:61:26135
59,13176,2023-10-30,62,13.0,303,4.77,1,3,3,Average Purchaser,job_e06ac3b9:59:13176
29,15293,2023-09-29,93,19.5,352,4.77,3,4,4,Need Attention,job_e06ac3b9:29:15293
43,12285,2023-08-17,136,28.5,138,4.77,1,3,4,High-Value At-Risk,job_e06ac3b9:43:12285
42,26312,2023-09-29,93,19.5,326,4.77,5,4,4,Champion / Loyal,job_e06ac3b9:42:26312
43,8400,2023-08-17,136,28.5,440,4.77,1,3,4,High-Value At-Risk,job_e06ac3b9:43:8400
59,21137,2023-10-30,62,13.0,113,4.77,1,3,3,Average Purchaser,job_e06ac3b9:59:21137
15,37710,2023-10-11,81,17.0,95,4.76,2,4,3,High-Value At-Risk,job_e06ac3b9:15:37710
52,18000,2023-10-23,69,14.5,315,4.76,3,5,4,Need Attention,job_e06ac3b9:52:18000
25,22451,2023-09-22,100,21.0,297,4.76,5,1,1,New / Promising,job_e06ac3b9:25:22451
25,11734,2023-09-22,100,21.0,471,4.76,5,1,1,New / Promising,job_e06ac3b9:25:11734
56,42356,2023-09-03,119,25.0,52,4.76,2,3,4,High-Value At-Risk,job_e06ac3b9:56:42356
54,46045,2023-06-14,200,42.0,283,4.76,4,5,5,Champion / Loyal,job_e06ac3b9:54:46045
28,41483,2023-08-20,133,28.0,319,4.75,3,5,4,Need Attention,job_e06ac3b9:28:41483
50,5922,2023-09-27,95,20.0,64,4.75,5,5,5,Champion / Loyal,job_e06ac3b9:50:5922
31,24117,2023-09-27,95,20.0,125,4.75,4,4,5,Champion / Loyal,job_e06ac3b9:31:24117
56,3822,2023-10-02,90,19.0,392,4.74,2,3,4,High-Value At-Risk,job_e06ac3b9:56:3822
17,12720,2023-06-15,199,42.0,343,4.74,1,5,5,High-Value At-Risk,job_e06ac3b9:17:12720
14,20938,2023-11-09,52,11.0,95,4.73,2,4,4,High-Value At-Risk,job_e06ac3b9:14:20938
64,5825,2023-09-18,104,22.0,312,4.73,5,3,4,Average Purchaser,job_e06ac3b9:64:5825
62,26209,2023-08-30,123,26.0,314,4.73,3,3,3,Need Attention,job_e06ac3b9:62:26209
35,13988,2023-09-18,104,22.0,117,4.73,1,3,4,High-Value At-Risk,job_e06ac3b9:35:13988
50,8774,2023-11-09,52,11.0,416,4.73,5,5,5,Champion / Loyal,job_e06ac3b9:50:8774
1,30450,2023-06-20,194,41.0,457,4.73,2,3,2,Average Purchaser,job_e06ac3b9:1:30450
55,46906,2023-11-02,59,12.5,359,4.72,3,2,3,Need Attention,job_e06ac3b9:55:46906
44,9513,2023-08-16,137,29.0,237,4.72,2,1,2,Low-Value / Lost,job_e06ac3b9:44:9513
17,40203,2023-09-04,118,25.0,360,4.72,1,5,5,High-Value At-Risk,job_e06ac3b9:17:40203
38,21709,2023-09-04,118,25.0,271,4.72,4,3,4,Average Purchaser,job_e06ac3b9:38:21709
54,44626,2023-08-21,132,28.0,235,4.71,4,5,5,Champion / Loyal,job_e06ac3b9:54:44626
42,37055,2023-08-21,132,28.0,437,4.71,5,4,4,Champion / Loyal,job_e06ac3b9:42:37055
38,2086,2023-07-31,153,32.5,387,4.71,4,3,4,Average Purchaser,job_e06ac3b9:38:2086
63,42342,2023-08-21,132,28.0,269,4.71,3,5,5,Need Attention,job_e06ac3b9:63:42342
29,48800,2023-11-07,54,11.5,349,4.7,3,4,4,Need Attention,job_e06ac3b9:29:48800
53,36780,2023-11-14,47,10.0,490,4.7,4,1,2,New / Promising,job_e06ac3b9:53:36780
53,13245,2023-11-14,47,10.0,303,4.7,4,1,2,New / Promising,job_e06ac3b9:53:13245
62,7628,2023-10-17,75,16.0,270,4.69,3,3,3,Need Attention,job_e06ac3b9:62:7628
40,14467,2023-08-31,122,26.0,222,4.69,2,3,3,Average Purchaser,job_e06ac3b9:40:14467
12,13176,2023-10-31,61,13.0,303,4.69,3,2,3,Need Attention,job_e06ac3b9:12:13176
43,45066,2023-07-20,164,35.0,399,4.69,1,3,4,High-Value At-Risk,job_e06ac3b9:43:45066
32,42342,2023-08-22,131,28.0,269,4.68,4,2,4,New / Promising,job_e06ac3b9:32:42342
32,23765,2023-08-22,131,28.0,345,4.68,4,2,4,New / Promising,job_e06ac3b9:32:23765
29,20874,2023-08-22,131,28.0,400,4.68,3,4,4,Need Attention,job_e06ac3b9:29:20874
27,3098,2023-04-06,269,57.5,306,4.68,3,5,5,Need Attention,job_e06ac3b9:27:3098
32,39732,2023-08-22,131,28.0,61,4.68,4,2,4,New / Promising,job_e06ac3b9:32:39732
56,44303,2023-09-24,98,21.0,142,4.67,2,3,4,High-Value At-Risk,job_e06ac3b9:56:44303
22,16987,2023-08-27,126,27.0,296,4.67,1,4,3,High-Value At-Risk,job_e06ac3b9:22:16987
50,36127,2023-09-24,98,21.0,439,4.67,5,5,5,Champion / Loyal,job_e06ac3b9:50:36127
22,36311,2023-08-27,126,27.0,131,4.67,1,4,3,High-Value At-Risk,job_e06ac3b9:22:36311
22,49533,2023-09-24,98,21.0,63,4.67,1,4,3,High-Value At-Risk,job_e06ac3b9:22:49533
21,49235,2023-11-05,56,12.0,416,4.67,3,5,4,Need Attention,job_e06ac3b9:21:49235
22,39040,2023-10-01,91,19.5,209,4.67,1,4,3,High-Value At-Risk,job_e06ac3b9:22:39040
22,7088,2023-08-27,126,27.0,222,4.67,1,4,3,High-Value At-Risk,job_e06ac3b9:22:7088
28,23044,2023-09-24,98,21.0,295,4.67,3,5,4,Need Attention,job_e06ac3b9:28:23044
14,14613,2023-06-09,205,44.0,238,4.66,2,4,4,High-Value At-Risk,job_e06ac3b9:14:14613
43,19488,2023-08-02,151,32.5,172,4.65,1,3,4,High-Value At-Risk,job_e06ac3b9:43:19488
15,37059,2023-05-31,214,46.0,236,4.65,2,4,3,High-Value At-Risk,job_e06ac3b9:15:37059
29,8523,2023-09-29,93,20.0,265,4.65,3,4,4,Need Attention,job_e06ac3b9:29:8523
10,20995,2023-10-13,79,17.0,123,4.65,5,2,4,New / Promising,job_e06ac3b9:10:20995
25,278,2023-09-22,100,21.5,338,4.65,5,1,1,New / Promising,job_e06ac3b9:25:278
54,13988,2023-09-20,102,22.0,117,4.64,4,5,5,Champion / Loyal,job_e06ac3b9:54:13988
24,27156,2023-08-23,130,28.0,334,4.64,2,4,2,High-Value At-Risk,job_e06ac3b9:24:27156
7,10504,2023-09-20,102,22.0,488,4.64,1,4,4,High-Value At-Risk,job_e06ac3b9:7:10504
41,226,2023-08-23,130,28.0,253,4.64,1,2,3,Average Purchaser,job_e06ac3b9:41:226
35,2838,2023-08-19,134,29.0,110,4.62,1,3,4,High-Value At-Risk,job_e06ac3b9:35:2838
31,46996,2023-08-24,129,28.0,135,4.61,4,4,5,Champion / Loyal,job_e06ac3b9:31:46996
31,48290,2023-08-24,129,28.0,425,4.61,4,4,5,Champion / Loyal,job_e06ac3b9:31:48290
33,19766,2023-08-24,129,28.0,145,4.61,1,1,2,Low-Value / Lost,job_e06ac3b9:33:19766
33,8920,2023-08-24,129,28.0,304,4.61,1,1,2,Low-Value / Lost,job_e06ac3b9:33:8920
31,43928,2023-08-24,129,28.0,415,4.61,4,4,5,Champion / Loyal,job_e06ac3b9:31:43928
64,19101,2023-08-24,129,28.0,497,4.61,5,3,4,Average Purchaser,job_e06ac3b9:64:19101
33,2408,2023-08-24,129,28.0,101,4.61,1,1,2,Low-Value / Lost,job_e06ac3b9:33:2408
31,15526,2023-08-24,129,28.0,330,4.61,4,4,5,Champion / Loyal,job_e06ac3b9:31:15526
28,37220,2023-09-07,115,25.0,391,4.6,3,5,4,Need Attention,job_e06ac3b9:28:37220
32,41259,2023-09-21,101,22.0,168,4.59,4,2,4,New / Promising,job_e06ac3b9:32:41259
32,34358,2023-09-21,101,22.0,161,4.59,4,2,4,New / Promising,job_e06ac3b9:32:34358
54,37524,2023-10-14,78,17.0,252,4.59,4,5,5,Champion / Loyal,job_e06ac3b9:54:37524
39,43647,2023-10-14,78,17.0,376,4.59,5,2,4,New / Promising,job_e06ac3b9:39:43647
16,32691,2023-11-06,55,12.0,362,4.58,2,2,3,Average Purchaser,job_e06ac3b9:16:32691
43,34940,2023-08-02,151,33.0,200,4.58,1,3,4,High-Value At-Risk,job_e06ac3b9:43:34940
16,48283,2023-11-06,55,12.0,287,4.58,2,2,3,Average Purchaser,job_e06ac3b9:16:48283
42,31829,2023-07-19,165,36.0,194,4.58,5,4,4,Champion / Loyal,job_e06ac3b9:42:31829
7,39121,2023-08-16,137,30.0,456,4.57,1,4,4,High-Value At-Risk,job_e06ac3b9:7:39121
57,24852,2023-10-12,80,17.5,437,4.57,1,4,3,High-Value At-Risk,job_e06ac3b9:57:24852
13,32850,2023-09-26,96,21.0,237,4.57,5,3,3,Average Purchaser,job_e06ac3b9:13:32850
27,4957,2023-11-29,32,7.0,157,4.57,3,5,5,Need Attention,job_e06ac3b9:27:4957
27,46676,2023-11-29,32,7.0,116,4.57,3,5,5,Need Attention,job_e06ac3b9:27:46676
27,33787,2023-11-29,32,7.0,109,4.57,3,5,5,Need Attention,job_e06ac3b9:27:33787
25,27521,2023-09-22,100,22.0,445,4.55,5,1,1,New / Promising,job_e06ac3b9:25:27521
55,25152,2023-09-22,100,22.0,442,4.55,3,2,3,Need Attention,job_e06ac3b9:55:25152
17,5128,2023-08-05,148,32.5,491,4.55,1,5,5,High-Value At-Risk,job_e06ac3b9:17:5128
38,16332,2023-10-01,91,20.0,129,4.55,4,3,4,Average Purchaser,job_e06ac3b9:38:16332
37,48775,2023-09-22,100,22.0,376,4.55,4,4,4,Champion / Loyal,job_e06ac3b9:37:48775
7,13802,2023-06-23,191,42.0,466,4.55,1,4,4,High-Value At-Risk,job_e06ac3b9:7:13802
38,24499,2023-10-01,91,20.0,438,4.55,4,3,4,Average Purchaser,job_e06ac3b9:38:24499
12,47144,2023-10-01,91,20.0,448,4.55,3,2,3,Need Attention,job_e06ac3b9:12:47144
55,27966,2023-09-22,100,22.0,221,4.55,3,2,3,Need Attention,job_e06ac3b9:55:27966
55,18175,2023-11-02,59,13.0,292,4.54,3,2,3,Need Attention,job_e06ac3b9:55:18175
14,5077,2023-09-04,118,26.0,323,4.54,2,4,4,High-Value At-Risk,job_e06ac3b9:14:5077
31,44375,2023-10-24,68,15.0,238,4.53,4,4,5,Champion / Loyal,job_e06ac3b9:31:44375
31,21131,2023-10-24,68,15.0,458,4.53,4,4,5,Champion / Loyal,job_e06ac3b9:31:21131
31,48142,2023-10-24,68,15.0,56,4.53,4,4,5,Champion / Loyal,job_e06ac3b9:31:48142
31,4138,2023-10-24,68,15.0,268,4.53,4,4,5,Champion / Loyal,job_e06ac3b9:31:4138
54,38231,2023-11-27,34,7.5,171,4.53,4,5,5,Champion / Loyal,job_e06ac3b9:54:38231
28,22935,2023-08-08,145,32.0,116,4.53,3,5,4,Need Attention,job_e06ac3b9:28:22935
21,12683,2023-10-06,86,19.0,496,4.53,3,5,4,Need Attention,job_e06ac3b9:21:12683
28,6292,2023-10-15,77,17.0,364,4.53,3,5,4,Need Attention,job_e06ac3b9:28:6292
43,30501,2023-08-13,140,31.0,173,4.52,1,3,4,High-Value At-Risk,job_e06ac3b9:43:30501
31,29003,2023-09-27,95,21.0,487,4.52,4,4,5,Champion / Loyal,job_e06ac3b9:31:29003
31,36133,2023-09-27,95,21.0,283,4.52,4,4,5,Champion / Loyal,job_e06ac3b9:31:36133
54,38777,2023-10-04,88,19.5,192,4.51,4,5,5,Champion / Loyal,job_e06ac3b9:54:38777
54,12974,2023-06-16,198,44.0,90,4.5,4,5,5,Champion / Loyal,job_e06ac3b9:54:12974
31,24231,2023-11-07,54,12.0,468,4.5,4,4,5,Champion / Loyal,job_e06ac3b9:31:24231
31,40711,2023-11-07,54,12.0,234,4.5,4,4,5,Champion / Loyal,job_e06ac3b9:31:40711
11,12384,2023-10-02,90,20.0,143,4.5,4,2,3,New / Promising,job_e06ac3b9:11:12384
41,39055,2023-09-14,108,24.0,389,4.5,1,2,3,Average Purchaser,job_e06ac3b9:41:39055
